Year,indicator,description,hdi group,SDG Push No,JETSDG9,Base,,
2026,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,95.46,95.64,95.54,,
2027,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,95.23,95.53,95.4,,
2028,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,95.08,95.53,95.35,,
2029,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,95.4,95.99,95.82,,
2030,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,95.52,96.18,96.09,,
2031,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,95.34,96.02,96,,
2032,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,95.25,95.93,95.93,,
2033,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,95.2,95.89,95.9,,
2034,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,95.29,96,96.01,,
2035,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,95.48,96.22,96.21,,
2036,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,95.69,96.38,96.37,,
2037,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,95.81,96.54,96.52,,
2038,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,95.98,96.74,96.7,,
2039,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,96.19,96.96,96.91,,
2040,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,96.43,97.17,97.14,,
2041,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,96.67,97.36,97.34,,
2042,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,96.92,97.58,97.55,,
2043,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,97.17,97.83,97.79,,
2044,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,97.43,98.1,98.05,,
2045,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,97.68,98.39,98.32,,
2046,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,97.95,98.67,98.61,,
2047,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,98.22,98.96,98.89,,
2048,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,98.48,99.22,99.16,,
2049,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,98.75,99.49,99.42,,
2050,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,98.84,99.57,99.51,,
2051,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,98.93,99.64,99.58,,
2052,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,99.01,99.71,99.65,,
2053,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,99.09,99.78,99.72,,
2054,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,99.18,99.85,99.79,,
2055,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,99.26,99.93,99.87,,
2056,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,99.34,100,99.95,,
2057,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,99.41,100.1,100,,
2058,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,99.48,100.1,100.1,,
2059,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,99.55,100.2,100.2,,
2060,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,99.63,100.2,100.2,,
2061,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,99.71,100.3,100.3,,
2062,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,99.8,100.3,100.3,,
2063,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,99.88,100.4,100.4,,
2064,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,99.95,100.4,100.4,,
2065,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100,100.4,100.4,,
2066,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100.1,100.4,100.4,,
2067,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100.1,100.4,100.4,,
2068,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100.1,100.3,100.3,,
2069,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100.2,100.3,100.3,,
2070,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100.2,100.2,100.3,,
2071,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100.3,100.2,100.2,,
2072,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100.3,100.2,100.2,,
2073,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100.3,100.2,100.2,,
2074,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100.3,100.2,100.2,,
2075,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100.3,100.1,100.1,,
2076,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100.2,100.1,100.1,,
2077,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100.2,100.1,100.1,,
2078,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100.2,100.1,100.1,,
2079,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100.1,100,100.1,,
2080,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100.1,100,100,,
2081,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100.1,100,100,,
2082,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100.1,100,100,,
2083,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100.1,100,100,,
2084,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100.1,100,100,,
2085,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100.1,100,100,,
2086,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100.1,100,100,,
2087,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100.1,100,100,,
2088,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100.1,100,100,,
2089,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100.1,100,100,,
2090,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100.1,100,100,,
2091,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100,100,100,,
2092,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100,100,100,,
2093,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100,100,100,,
2094,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100,100,100,,
2095,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100,100,100,,
2096,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100,100,100,,
2097,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100,100,100,,
2098,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100,100,100,,
2099,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100,100,100,,
2100,EDPRICR,Primary education gross completion rate (percent) ,HDI Medium,100,100,100,,
2019,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,33,32.88,32.88,,
2020,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,33.04,33.04,33.04,,
2021,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,33.34,33.34,33.34,,
2022,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,33.69,33.69,33.69,,
2023,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,34.04,34.04,34.04,,
2024,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,34.38,34.39,34.38,,
2025,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,34.72,34.77,34.74,,
2026,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,35.06,35.16,35.13,,
2027,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,35.41,35.54,35.51,,
2028,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,35.76,35.94,35.91,,
2029,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,36.12,36.36,36.32,,
2030,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,36.48,36.78,36.74,,
2031,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,36.85,37.23,37.18,,
2032,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,37.23,37.69,37.64,,
2033,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,37.61,38.15,38.1,,
2034,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,38.01,38.64,38.58,,
2035,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,38.4,39.13,39.07,,
2036,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,38.79,39.62,39.55,,
2037,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,39.17,40.1,40.04,,
2038,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,39.55,40.58,40.51,,
2039,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,39.92,41.04,40.97,,
2040,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,40.29,41.51,41.44,,
2041,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,40.67,41.98,41.9,,
2042,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,41.04,42.46,42.37,,
2043,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,41.42,42.95,42.85,,
2044,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,41.81,43.45,43.34,,
2045,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,42.21,43.96,43.84,,
2046,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,42.62,44.48,44.35,,
2047,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,43.03,44.98,44.86,,
2048,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,43.44,45.48,45.36,,
2049,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,43.95,46.07,45.95,,
2050,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,44.46,46.65,46.53,,
2051,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,44.96,47.22,47.1,,
2052,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,45.45,47.8,47.67,,
2053,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,45.94,48.39,48.25,,
2054,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,46.43,48.98,48.83,,
2055,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,46.92,49.57,49.41,,
2056,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,47.42,50.16,50,,
2057,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,47.92,50.76,50.59,,
2058,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,48.43,51.35,51.17,,
2059,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,48.94,51.95,51.77,,
2060,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,49.45,52.55,52.36,,
2061,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,49.96,53.16,52.95,,
2062,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,50.47,53.76,53.54,,
2063,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,50.99,54.36,54.14,,
2064,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,51.51,54.96,54.73,,
2065,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,52.02,55.56,55.32,,
2066,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,52.55,56.16,55.91,,
2067,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,53.07,56.76,56.5,,
2068,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,53.6,57.36,57.09,,
2069,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,54.12,57.95,57.69,,
2070,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,54.65,58.55,58.28,,
2071,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,55.19,59.15,58.87,,
2072,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,55.72,59.74,59.45,,
2073,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,56.25,60.34,60.04,,
2074,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,56.79,60.93,60.63,,
2075,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,57.32,61.53,61.22,,
2076,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,57.86,62.12,61.81,,
2077,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,58.39,62.71,62.39,,
2078,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,58.92,63.3,62.98,,
2079,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,59.46,63.89,63.56,,
2080,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,59.99,64.47,64.14,,
2081,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,60.52,65.05,64.71,,
2082,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,61.05,65.63,65.29,,
2083,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,61.58,66.2,65.86,,
2084,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,62.11,66.77,66.43,,
2085,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,62.64,67.34,66.99,,
2086,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,63.16,67.91,67.56,,
2087,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,63.68,68.47,68.12,,
2088,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,64.2,69.03,68.68,,
2089,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,64.72,69.59,69.23,,
2090,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,65.24,70.14,69.78,,
2091,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,65.75,70.69,70.33,,
2092,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,66.26,71.23,70.87,,
2093,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,66.77,71.77,71.41,,
2094,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,67.28,72.31,71.94,,
2095,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,67.78,72.84,72.47,,
2096,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,68.27,73.37,73,,
2097,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,68.76,73.89,73.52,,
2098,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,69.25,74.4,74.03,,
2099,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,69.74,74.92,74.54,,
2100,EDSECPER,Secondary education gross completion rate (percent) ,HDI Medium,70.22,75.42,75.05,,
2019,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,283,282.7,282.7,,
2020,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,298.5,298.5,298.5,,
2021,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,273.5,273.5,273.5,,
2022,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,267.4,267.4,267.4,,
2023,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,252.3,252.3,252.3,,
2024,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,239.1,232,239.1,,
2025,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,229.4,217,222.6,,
2026,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,221,205.4,209.2,,
2027,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,225.9,205.4,209,,
2028,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,218.3,194.2,197.8,,
2029,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,205.3,177.7,182.2,,
2030,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,192.4,161.7,167.3,,
2031,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,180.8,146.9,153.9,,
2032,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,172.1,135.6,142.9,,
2033,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,165.2,126.6,133.7,,
2034,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,160.1,119.5,126.2,,
2035,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,156,113.8,119.7,,
2036,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,152.3,108.8,113.8,,
2037,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,148.5,105.7,108.3,,
2038,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,144.7,102.7,104.7,,
2039,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,140.8,99.65,101.3,,
2040,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,136.8,96.46,98.01,,
2041,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,133,92.98,94.57,,
2042,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,129.3,89.09,90.87,,
2043,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,125.4,85.71,87.85,,
2044,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,121.9,82.28,84.71,,
2045,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,118.8,79.06,81.5,,
2046,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,115.3,76.03,78.37,,
2047,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,111.7,73.23,75.57,,
2048,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,108.3,70.71,72.95,,
2049,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,105.1,67.6,70.58,,
2050,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,102.2,65.61,67.42,,
2051,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,99.5,63.78,65.46,,
2052,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,96.92,62.02,63.48,,
2053,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,94.41,59.04,61.62,,
2054,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,91.83,57.24,58.62,,
2055,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,89.16,55.34,56.92,,
2056,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,85.71,53.5,55.14,,
2057,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,83.28,51.81,53.43,,
2058,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,80.16,50.29,51.85,,
2059,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,77.44,48.94,50.42,,
2060,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,75.06,47.65,49.12,,
2061,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,72.7,46.37,47.96,,
2062,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,70.44,45.04,46.7,,
2063,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,68.23,43.81,45.55,,
2064,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,66.07,42.57,44.45,,
2065,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,63.97,41.32,43.38,,
2066,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,61.9,40.02,42.28,,
2067,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,59.89,38.69,41.13,,
2068,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,57.95,37.35,39.94,,
2069,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,56.08,36.02,38.71,,
2070,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,54.3,34.7,37.47,,
2071,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,52.64,33.38,36.22,,
2072,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,51.08,32.11,34.94,,
2073,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,49.63,30.89,33.64,,
2074,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,48.25,29.74,32.35,,
2075,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,46.93,27.7,31.12,,
2076,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,45.64,26.79,28.96,,
2077,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,44.36,25.79,27.79,,
2078,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,43.1,24.86,26.52,,
2079,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,41.85,23.99,25.31,,
2080,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,40.63,23.15,24.14,,
2081,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,39.45,22.33,23.03,,
2082,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,38.08,21.51,21.97,,
2083,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,37.15,20.68,20.98,,
2084,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,35.96,19.83,20.05,,
2085,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,34.88,19,19.2,,
2086,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,33.85,18.14,18.38,,
2087,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,32.86,17.27,17.59,,
2088,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,31.89,16.4,16.82,,
2089,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,30.94,15.55,16.09,,
2090,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,29.99,14.76,15.38,,
2091,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,29.03,14.02,14.7,,
2092,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,28.1,13.33,14.03,,
2093,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,27.19,12.68,13.37,,
2094,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,26.34,12.06,12.71,,
2095,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,25.53,11.47,12.04,,
2096,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,24.78,10.9,11.38,,
2097,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,24.1,10.35,10.74,,
2098,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,23.47,9.81216,10.13,,
2099,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,22.86,9.26943,9.53849,,
2100,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Medium,22.3,8.76236,9.00556,,
2019,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,12.53,12.53,12.53,,
2020,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,13.06,13.06,13.06,,
2021,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,11.82,11.82,11.82,,
2022,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,11.42,11.42,11.42,,
2023,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,10.64,10.64,10.64,,
2024,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,9.96005,9.66524,9.96011,,
2025,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,9.1629,8.93315,9.44117,,
2026,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,8.50943,8.35362,8.98873,,
2027,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,8.40295,8.26253,9.08551,,
2028,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,7.86549,7.72596,8.68145,,
2029,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,7.17204,7.00042,8.07932,,
2030,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,6.52077,6.30606,7.49512,,
2031,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,5.93976,5.67701,6.97401,,
2032,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,5.46336,5.18938,6.57286,,
2033,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,5.06719,4.80262,6.25413,,
2034,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,4.74318,4.49576,6.00794,,
2035,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,4.46072,4.24264,5.80329,,
2036,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,4.20585,4.02342,5.61633,,
2037,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,3.97068,3.88071,5.43379,,
2038,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,3.80897,3.7407,5.25251,,
2039,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,3.65924,3.60231,5.0694,,
2040,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,3.51338,3.46213,4.88874,,
2041,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,3.36665,3.31463,4.72074,,
2042,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,3.21365,3.15493,4.55687,,
2043,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,3.08694,3.01609,4.39031,,
2044,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,2.95875,2.87816,4.24091,,
2045,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,2.83016,2.74957,4.10638,,
2046,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,2.70619,2.62954,3.96292,,
2047,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,2.59565,2.51939,3.8175,,
2048,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,2.49321,2.42066,3.67897,,
2049,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,2.40075,2.30345,3.55325,,
2050,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,2.28298,2.2255,3.43691,,
2051,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,2.207,2.15431,3.3302,,
2052,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,2.13159,2.08683,3.22904,,
2053,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,2.06143,1.97919,3.13185,,
2054,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,1.95437,1.91197,3.03391,,
2055,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,1.89157,1.84273,2.9346,,
2056,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Medium,1.82674,1.77624,2.81113,,
