Year,indicator,description,hdi group,SDG Push No,JETSDG9,Base
2027,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,17.91,17.99,17.96
2028,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,18.03,18.15,18.11
2029,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,18.16,18.32,18.28
2030,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,18.29,18.51,18.46
2031,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,18.44,18.73,18.67
2032,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,18.61,18.98,18.92
2033,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,18.8,19.25,19.19
2034,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,19.02,19.55,19.49
2035,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,19.26,19.89,19.83
2036,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,19.51,20.25,20.18
2037,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,19.77,20.61,20.55
2038,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,20.04,20.98,20.93
2039,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,20.32,21.36,21.31
2040,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,20.6,21.74,21.69
2041,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,20.89,22.12,22.07
2042,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,21.19,22.52,22.46
2043,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,21.5,22.94,22.87
2044,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,21.83,23.37,23.28
2045,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,22.16,23.81,23.72
2046,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,22.51,24.26,24.16
2047,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,22.87,24.73,24.62
2048,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,23.23,25.2,25.08
2049,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,23.65,25.73,25.6
2050,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,24.07,26.27,26.13
2051,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,24.5,26.81,26.67
2052,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,24.93,27.37,27.22
2053,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,25.37,27.93,27.77
2054,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,25.82,28.51,28.33
2055,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,26.27,29.09,28.9
2056,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,26.73,29.69,29.47
2057,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,27.2,30.29,30.06
2058,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,27.67,30.89,30.65
2059,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,28.15,31.51,31.25
2060,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,28.63,32.13,31.85
2061,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,29.11,32.75,32.46
2062,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,29.6,33.38,33.08
2063,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,30.09,34.01,33.69
2064,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,30.59,34.65,34.32
2065,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,31.09,35.29,34.94
2066,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,31.59,35.93,35.57
2067,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,32.1,36.57,36.2
2068,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,32.61,37.21,36.83
2069,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,33.12,37.86,37.47
2070,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,33.64,38.5,38.1
2071,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,34.16,39.14,38.73
2072,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,34.68,39.78,39.36
2073,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,35.21,40.42,39.98
2074,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,35.74,41.05,40.61
2075,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,36.27,41.69,41.24
2076,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,36.8,42.33,41.86
2077,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,37.34,42.97,42.49
2078,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,37.88,43.61,43.12
2079,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,38.42,44.26,43.75
2080,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,38.96,44.9,44.39
2081,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,39.5,45.55,45.02
2082,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,40.04,46.19,45.66
2083,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,40.59,46.83,46.3
2084,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,41.13,47.48,46.93
2085,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,41.67,48.12,47.57
2086,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,42.21,48.76,48.2
2087,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,42.75,49.4,48.84
2088,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,43.28,50.04,49.47
2089,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,43.82,50.69,50.11
2090,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,44.35,51.34,50.75
2091,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,44.89,51.98,51.39
2092,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,45.42,52.63,52.04
2093,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,45.96,53.28,52.68
2094,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,46.5,53.92,53.32
2095,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,47.03,54.56,53.96
2096,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,47.57,55.19,54.6
2097,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,48.1,55.83,55.23
2098,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,48.64,56.46,55.86
2099,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,49.17,57.09,56.49
2100,EDSECPER,Secondary education gross completion rate (percent) ,HDI Low,49.69,57.72,57.12
2019,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,351.40,351.4,351.4
2020,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,371.8,371.8,371.8
2021,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,379.9,379.9,379.9
2022,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,389.4,389.4,389.4
2023,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,408.2,408.2,408.2
2024,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,424.1,420.8,424.1
2025,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,432.5,426.9,429.2
2026,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,433.8,427.1,428.2
2027,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,431.1,423.1,423.2
2028,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,428.9,419.3,418.9
2029,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,429,416.3,416.8
2030,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,430.6,413,415.5
2031,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,433.2,409.2,414.7
2032,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,436.9,405.2,414.5
2033,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,440.7,400.9,413.7
2034,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,444.4,396.6,411.4
2035,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,447.1,391.5,407.5
2036,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,448.7,385.5,401.9
2037,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,449.1,380.6,395
2038,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,448.8,375.5,389.2
2039,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,447.9,369.6,382.9
2040,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,445.7,362.7,375.8
2041,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,442.9,354.5,367.7
2042,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,439.6,344.1,358.3
2043,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,435,332.9,348.3
2044,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,429.2,321.8,337.9
2045,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,422.6,311.1,326.9
2046,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,415,301.1,316
2047,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,406.9,291.3,305
2048,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,399,281.6,294.2
2049,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,391.7,272.5,284.3
2050,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,385.1,264,274.5
2051,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,379.1,256.6,265.4
2052,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,373.2,250,256.5
2053,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,367.7,243.5,247.8
2054,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,362.2,230.1,238.9
2055,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,356.6,221.6,228.9
2056,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,350.3,211.5,219.6
2057,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,343.4,198.9,202.8
2058,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,335.5,183.9,193.1
2059,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,324.8,168,181.3
2060,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,311.6,153,168.2
2061,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,297.1,139.2,154.9
2062,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,282.1,126.9,142.3
2063,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,264.6,114,130.5
2064,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,252.5,100,115.7
2065,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,239.2,91.16,104.3
2066,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,226.6,82.82,95.46
2067,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,214.6,75.11,87.18
2068,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,203,68.2,79.5
2069,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,187.9,61.46,72.5
2070,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,177.2,55.87,65.51
2071,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,167.7,51.01,59.47
2072,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,157.8,46.61,54.1
2073,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,149.8,42.86,49.22
2074,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,142.3,38.62,45.02
2075,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,135.2,35.3,40.53
2076,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,128.5,32.08,37.01
2077,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,122.1,29.35,33.6
2078,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,115.8,26.36,30.63
2079,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,109.7,24.26,27.53
2080,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,103.8,22.18,25.21
2081,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,98.01,20,22.99
2082,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,92.84,14.89,20.69
2083,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,87.64,13.41,15.35
2084,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,82.81,12.12,13.74
2085,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,78.17,10.97,12.33
2086,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,73.54,9.91951,11.06
2087,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,69.32,8.94674,9.87092
2088,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,65.78,8.05142,8.81885
2089,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,62.26,7.26059,7.87627
2090,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,58.63,6.55655,7.0442
2091,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,55.18,5.92641,6.32717
2092,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,51.95,5.36758,5.71228
2093,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,48.89,4.86719,5.17577
2094,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,46.02,3.98989,4.70694
2095,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,43.28,3.60463,4.26061
2096,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,37.51,3.25684,3.8281
2097,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,35.17,2.92115,3.4407
2098,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,32.81,2.62146,2.7915
2099,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,30.73,2.35546,2.51497
2100,POVCOUNTSD,"Poverty Headcount , Sex Difference by Age",HDI Low,28.83,2.11639,2.2645
2019,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,36.9,36.9,36.9
2020,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,37.93,37.93,37.93
2021,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,37.68,37.68,37.68
2022,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,37.54,37.54,37.54
2023,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,38.25,38.25,38.25
2024,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,38.63,38.33,38.63
2025,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,38.01,37.8,38.3
2026,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,36.87,36.78,37.36
2027,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,35.44,35.43,36.1
2028,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,34.13,34.17,34.95
2029,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,33.05,33.02,34.02
2030,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,32.07,31.9,33.24
2031,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,31.18,30.78,32.55
2032,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,30.36,29.7,31.98
2033,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,29.53,28.64,31.43
2034,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,28.63,27.63,30.89
2035,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,27.67,26.61,30.3
2036,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,26.63,25.57,29.66
2037,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,25.55,24.66,28.96
2038,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,24.59,23.76,28.25
2039,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,23.65,22.86,27.53
2040,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,22.69,21.94,26.75
2041,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,21.72,20.98,25.98
2042,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,20.72,19.94,25.21
2043,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,19.72,18.89,24.4
2044,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,18.74,17.89,23.56
2045,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,17.78,16.96,22.7
2046,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,16.85,16.1,21.83
2047,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,15.96,15.29,20.97
2048,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,15.11,14.51,20.15
2049,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,14.35,13.8,19.39
2050,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,13.61,13.14,18.7
2051,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,12.94,12.56,18.06
2052,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,12.3,12.04,17.45
2053,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,11.7,11.54,16.89
2054,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,11.1,10.74,16.34
2055,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,10.48,10.19,15.81
2056,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,9.9063,9.59025,15.27
2057,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,9.01939,8.89132,14.72
2058,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,8.47268,8.10653,14.16
2059,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,7.84825,7.31134,13.49
2060,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,7.18754,6.57083,12.74
2061,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,6.5346,5.90636,11.97
2062,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,5.92798,5.31676,11.2
2063,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,5.3726,4.7212,10.36
2064,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,4.7066,4.09442,9.74978
2065,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,4.19907,3.6911,9.11561
2066,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,3.80008,3.31769,8.52325
2067,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,3.43413,2.97804,7.97047
2068,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,3.09958,2.677,7.4477
2069,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,2.79908,2.38874,6.81387
2070,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,2.50501,2.15127,6.35307
2071,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,2.2531,1.94645,5.94343
2072,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,2.03135,1.76293,5.5342
2073,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,1.83229,1.60752,5.19722
2074,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,1.66192,1.43668,4.88641
2075,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,1.48443,1.30299,4.59951
2076,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,1.34525,1.17529,4.33016
2077,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,1.21233,1.06775,4.07559
2078,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,1.09765,0.95242,3.83096
2079,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,0.97983,0.8709,3.59788
2080,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,0.89166,0.79134,3.37636
2081,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,0.80795,0.70932,3.16347
2082,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,0.7231,0.5251,2.9737
2083,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,0.53332,0.47032,2.78647
2084,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,0.47488,0.42298,2.61421
2085,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,0.42398,0.38089,2.45102
2086,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,0.37867,0.34279,2.29073
2087,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,0.33636,0.3078,2.14582
2088,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,0.29921,0.27582,2.02412
2089,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,0.26613,0.24773,1.90469
2090,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,0.23709,0.22286,1.78384
2091,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,0.21217,0.20072,1.67028
2092,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,0.19089,0.18118,1.56459
2093,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,0.1724,0.16378,1.46558
2094,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,0.15631,0.13387,1.37352
2095,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,0.14109,0.12061,1.28655
2096,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,0.12644,0.10871,1.11062
2097,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,0.11338,0.09728,1.03764
2098,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,0.09179,0.08712,0.96448
2099,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,0.08253,0.07814,0.90074
2100,POVRATE,"Poverty Rate, Sex Difference (Female minus male), percent",HDI Low,0.07418,0.0701,0.84252
2019,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.02,1.02283,1.02283
2020,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.02072,1.02072,1.02072
2021,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.01876,1.01876,1.01876
2022,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.01682,1.01682,1.01682
2023,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.01451,1.01451,1.01451
2024,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.01288,1.01292,1.01288
2025,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.01171,1.01168,1.01167
2026,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.01089,1.01082,1.01087
2027,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.01024,1.01012,1.01021
2028,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.00959,1.00946,1.00957
2029,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.00884,1.00879,1.00883
2030,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.00809,1.00818,1.00807
2031,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.00734,1.00764,1.0073
2032,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.00652,1.00702,1.00641
2033,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.00571,1.0064,1.00555
2034,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.00501,1.00579,1.00474
2035,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.00455,1.00539,1.00416
2036,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.00423,1.00493,1.0037
2037,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.00386,1.00453,1.00331
2038,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.00354,1.00421,1.003
2039,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.0033,1.004,1.00279
2040,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.00316,1.00393,1.00259
2041,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.00311,1.00399,1.00238
2042,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.00317,1.00416,1.0022
2043,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.00332,1.00441,1.00216
2044,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.00347,1.00465,1.00224
2045,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.00369,1.00484,1.00237
2046,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.00394,1.00509,1.00262
2047,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.0043,1.00541,1.00294
2048,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.00458,1.00565,1.00332
2049,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.00519,1.00596,1.00374
2050,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.00563,1.00627,1.00416
2051,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.0061,1.00633,1.00462
2052,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.00655,1.00644,1.00494
2053,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.00718,1.00654,1.00545
2054,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.00787,1.00621,1.00604
2055,POVCOUNTR,"Poverty Headcount Ratio, Female to Male by Age",HDI Low,1.00802,1.00556,1.00667
