Year,indicator,description,hdi group,SDG Push No,JETSDG9,Base
2055,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.2
2056,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.22
2057,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.23
2058,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.24
2059,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.25
2060,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.26
2061,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.27
2062,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.28
2063,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.3
2064,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.31
2065,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.32
2066,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.33
2067,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.35
2068,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.36
2069,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.37
2070,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.38
2071,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.39
2072,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.41
2073,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.42
2074,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.43
2075,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.44
2076,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.45
2077,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.46
2078,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.47
2079,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.48
2080,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.49
2081,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.5
2082,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.51
2083,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.52
2084,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.53
2085,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.54
2086,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.55
2087,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.56
2088,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.57
2089,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.58
2090,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.58
2091,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.59
2092,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.6
2093,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.61
2094,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.61
2095,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.61
2096,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.61
2097,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.62
2098,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.62
2099,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.62
2100,Sanitation%Improved,Improved sanitation access (percent),HDI Very High,100,100,99.62
2019,WatSafImpNumb,Improved water access (number of people),HDI Very High,"1,585",1585,1585
2020,WatSafImpNumb,Improved water access (number of people),HDI Very High,1591,1591,1591
2021,WatSafImpNumb,Improved water access (number of people),HDI Very High,1596,1596,1596
2022,WatSafImpNumb,Improved water access (number of people),HDI Very High,1600,1600,1600
2023,WatSafImpNumb,Improved water access (number of people),HDI Very High,1604,1604,1604
2024,WatSafImpNumb,Improved water access (number of people),HDI Very High,1607,1607,1607
2025,WatSafImpNumb,Improved water access (number of people),HDI Very High,1609,1610,1609
2026,WatSafImpNumb,Improved water access (number of people),HDI Very High,1612,1613,1611
2027,WatSafImpNumb,Improved water access (number of people),HDI Very High,1615,1616,1614
2028,WatSafImpNumb,Improved water access (number of people),HDI Very High,1618,1619,1616
2029,WatSafImpNumb,Improved water access (number of people),HDI Very High,1621,1622,1618
2030,WatSafImpNumb,Improved water access (number of people),HDI Very High,1624,1625,1619
2031,WatSafImpNumb,Improved water access (number of people),HDI Very High,1626,1627,1621
2032,WatSafImpNumb,Improved water access (number of people),HDI Very High,1628,1629,1622
2033,WatSafImpNumb,Improved water access (number of people),HDI Very High,1630,1631,1623
2034,WatSafImpNumb,Improved water access (number of people),HDI Very High,1631,1632,1624
2035,WatSafImpNumb,Improved water access (number of people),HDI Very High,1633,1633,1625
2036,WatSafImpNumb,Improved water access (number of people),HDI Very High,1634,1634,1626
2037,WatSafImpNumb,Improved water access (number of people),HDI Very High,1634,1635,1626
2038,WatSafImpNumb,Improved water access (number of people),HDI Very High,1635,1635,1626
2039,WatSafImpNumb,Improved water access (number of people),HDI Very High,1635,1635,1626
2040,WatSafImpNumb,Improved water access (number of people),HDI Very High,1635,1635,1626
2041,WatSafImpNumb,Improved water access (number of people),HDI Very High,1634,1634,1625
2042,WatSafImpNumb,Improved water access (number of people),HDI Very High,1633,1634,1624
2043,WatSafImpNumb,Improved water access (number of people),HDI Very High,1633,1633,1623
2044,WatSafImpNumb,Improved water access (number of people),HDI Very High,1631,1632,1622
2045,WatSafImpNumb,Improved water access (number of people),HDI Very High,1630,1630,1620
2046,WatSafImpNumb,Improved water access (number of people),HDI Very High,1628,1628,1618
2047,WatSafImpNumb,Improved water access (number of people),HDI Very High,1626,1626,1616
2048,WatSafImpNumb,Improved water access (number of people),HDI Very High,1624,1624,1614
2049,WatSafImpNumb,Improved water access (number of people),HDI Very High,1621,1622,1611
2050,WatSafImpNumb,Improved water access (number of people),HDI Very High,1618,1619,1609
2051,WatSafImpNumb,Improved water access (number of people),HDI Very High,1616,1616,1606
2052,WatSafImpNumb,Improved water access (number of people),HDI Very High,1612,1613,1602
2053,WatSafImpNumb,Improved water access (number of people),HDI Very High,1609,1610,1599
2054,WatSafImpNumb,Improved water access (number of people),HDI Very High,1605,1606,1595
2055,WatSafImpNumb,Improved water access (number of people),HDI Very High,1602,1603,1591
2056,WatSafImpNumb,Improved water access (number of people),HDI Very High,1598,1599,1587
2057,WatSafImpNumb,Improved water access (number of people),HDI Very High,1594,1595,1583
2058,WatSafImpNumb,Improved water access (number of people),HDI Very High,1590,1591,1579
2059,WatSafImpNumb,Improved water access (number of people),HDI Very High,1586,1587,1575
2060,WatSafImpNumb,Improved water access (number of people),HDI Very High,1581,1582,1571
2061,WatSafImpNumb,Improved water access (number of people),HDI Very High,1577,1578,1566
2062,WatSafImpNumb,Improved water access (number of people),HDI Very High,1573,1574,1562
2063,WatSafImpNumb,Improved water access (number of people),HDI Very High,1568,1569,1557
2064,WatSafImpNumb,Improved water access (number of people),HDI Very High,1564,1565,1553
2065,WatSafImpNumb,Improved water access (number of people),HDI Very High,1559,1560,1548
2066,WatSafImpNumb,Improved water access (number of people),HDI Very High,1555,1556,1543
2067,WatSafImpNumb,Improved water access (number of people),HDI Very High,1550,1551,1539
2068,WatSafImpNumb,Improved water access (number of people),HDI Very High,1545,1546,1534
2069,WatSafImpNumb,Improved water access (number of people),HDI Very High,1541,1542,1530
2070,WatSafImpNumb,Improved water access (number of people),HDI Very High,1536,1537,1525
2071,WatSafImpNumb,Improved water access (number of people),HDI Very High,1531,1532,1520
2072,WatSafImpNumb,Improved water access (number of people),HDI Very High,1527,1528,1515
2073,WatSafImpNumb,Improved water access (number of people),HDI Very High,1522,1523,1511
2074,WatSafImpNumb,Improved water access (number of people),HDI Very High,1517,1518,1506
2075,WatSafImpNumb,Improved water access (number of people),HDI Very High,1512,1513,1501
2076,WatSafImpNumb,Improved water access (number of people),HDI Very High,1507,1508,1497
2077,WatSafImpNumb,Improved water access (number of people),HDI Very High,1503,1503,1492
2078,WatSafImpNumb,Improved water access (number of people),HDI Very High,1498,1499,1487
2079,WatSafImpNumb,Improved water access (number of people),HDI Very High,1493,1494,1482
2080,WatSafImpNumb,Improved water access (number of people),HDI Very High,1488,1489,1477
2081,WatSafImpNumb,Improved water access (number of people),HDI Very High,1483,1484,1473
2082,WatSafImpNumb,Improved water access (number of people),HDI Very High,1478,1479,1468
2083,WatSafImpNumb,Improved water access (number of people),HDI Very High,1473,1474,1463
2084,WatSafImpNumb,Improved water access (number of people),HDI Very High,1468,1469,1458
2085,WatSafImpNumb,Improved water access (number of people),HDI Very High,1463,1464,1453
2086,WatSafImpNumb,Improved water access (number of people),HDI Very High,1458,1459,1449
2087,WatSafImpNumb,Improved water access (number of people),HDI Very High,1454,1454,1444
2088,WatSafImpNumb,Improved water access (number of people),HDI Very High,1449,1449,1439
2089,WatSafImpNumb,Improved water access (number of people),HDI Very High,1444,1444,1435
2090,WatSafImpNumb,Improved water access (number of people),HDI Very High,1439,1439,1430
2091,WatSafImpNumb,Improved water access (number of people),HDI Very High,1434,1435,1425
2092,WatSafImpNumb,Improved water access (number of people),HDI Very High,1430,1430,1421
2093,WatSafImpNumb,Improved water access (number of people),HDI Very High,1425,1425,1416
2094,WatSafImpNumb,Improved water access (number of people),HDI Very High,1420,1421,1412
2095,WatSafImpNumb,Improved water access (number of people),HDI Very High,1416,1416,1407
2096,WatSafImpNumb,Improved water access (number of people),HDI Very High,1411,1411,1403
2097,WatSafImpNumb,Improved water access (number of people),HDI Very High,1407,1407,1398
2098,WatSafImpNumb,Improved water access (number of people),HDI Very High,1402,1402,1394
2099,WatSafImpNumb,Improved water access (number of people),HDI Very High,1398,1398,1390
2100,WatSafImpNumb,Improved water access (number of people),HDI Very High,1394,1393,1385
2019,Water%Improved,Improved water access (percent) ,HDI Very High,99,99.32,99.32
2020,Water%Improved,Improved water access (percent) ,HDI Very High,99.34,99.34,99.34
2021,Water%Improved,Improved water access (percent) ,HDI Very High,99.35,99.35,99.35
2022,Water%Improved,Improved water access (percent) ,HDI Very High,99.36,99.36,99.36
2023,Water%Improved,Improved water access (percent) ,HDI Very High,99.37,99.37,99.37
2024,Water%Improved,Improved water access (percent) ,HDI Very High,99.39,99.4,99.39
2025,Water%Improved,Improved water access (percent) ,HDI Very High,99.41,99.46,99.4
2026,Water%Improved,Improved water access (percent) ,HDI Very High,99.47,99.52,99.41
2027,Water%Improved,Improved water access (percent) ,HDI Very High,99.53,99.58,99.42
2028,Water%Improved,Improved water access (percent) ,HDI Very High,99.59,99.64,99.43
2029,Water%Improved,Improved water access (percent) ,HDI Very High,99.65,99.7,99.45
2030,Water%Improved,Improved water access (percent) ,HDI Very High,99.71,99.76,99.46
2031,Water%Improved,Improved water access (percent) ,HDI Very High,99.77,99.81,99.47
2032,Water%Improved,Improved water access (percent) ,HDI Very High,99.82,99.86,99.49
2033,Water%Improved,Improved water access (percent) ,HDI Very High,99.86,99.89,99.5
2034,Water%Improved,Improved water access (percent) ,HDI Very High,99.89,99.92,99.51
2035,Water%Improved,Improved water access (percent) ,HDI Very High,99.92,99.94,99.52
2036,Water%Improved,Improved water access (percent) ,HDI Very High,99.94,99.96,99.53
2037,Water%Improved,Improved water access (percent) ,HDI Very High,99.96,99.97,99.54
2038,Water%Improved,Improved water access (percent) ,HDI Very High,99.97,99.98,99.55
2039,Water%Improved,Improved water access (percent) ,HDI Very High,99.98,99.99,99.56
2040,Water%Improved,Improved water access (percent) ,HDI Very High,99.99,99.99,99.57
2041,Water%Improved,Improved water access (percent) ,HDI Very High,99.99,99.99,99.58
2042,Water%Improved,Improved water access (percent) ,HDI Very High,99.99,100,99.59
2043,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.59
2044,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.6
2045,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.61
2046,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.62
2047,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.62
2048,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.63
2049,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.63
2050,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.64
2051,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.65
2052,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.65
2053,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.66
2054,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.66
2055,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.67
2056,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.67
2057,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.67
2058,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.68
2059,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.68
2060,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.69
2061,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.69
2062,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.7
2063,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.71
2064,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.71
2065,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.72
2066,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.72
2067,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.73
2068,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.73
2069,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.74
2070,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.74
2071,Water%Improved,Improved water access (percent) ,HDI Very High,100,100,99.75
